species_1,species_2,16S,gyrB,icd,napA,narG,narK,nirB,nirK,nirS,norB
aaci,bax,2121.5,1522.5,601.5,948.0,,546.0,,,,
aaci,bay,2149.5,1881.0,714.0,1305.0,,721.5,,,,
aaci,baz,2157.0,1902.0,711.0,1321.5,,729.0,,,,
aaci,bbet,1997.0,2584.5,,,,973.5,,,,978.0
aaci,bbh,1981.5,2440.5,918.0,,,,,,,
aaci,bbm,1984.5,2433.0,919.5,,,,,,,
aaci,bbr,1981.5,2437.5,918.0,,,,,,,
aaci,bbt,1994.0,2481.0,864.0,,,,,,,979.5
aaci,bby,2161.5,1527.0,576.0,1068.0,,549.0,,,,
aaci,bcad,1962.5,1767.0,1627.5,,,,,,,1444.5
aaci,bce,2057.5,1513.5,589.5,1051.5,,543.0,,,,
aaci,bcl,2182.5,1882.5,672.0,1383.0,,744.0,,,,
aaci,bfr,1865.0,1834.5,657.0,,,,,,,
aaci,bja,1987.5,2452.5,850.5,,,982.5,,,,979.5
aaci,bjs,2113.5,1759.5,667.5,1291.5,,745.5,,,,
aaci,bju,2007.0,2565.0,852.0,,,982.5,,,,1818.0
aaci,bld,2104.5,1849.5,748.5,1281.0,,738.0,,,,1846.5
aaci,blh,2096.5,1836.0,730.5,1294.5,,753.0,,,,1825.5
aaci,bli,2122.0,1849.5,724.5,1281.0,,748.5,,,,1846.5
aaci,bly,2467.5,3034.5,2374.5,1816.5,,,,,,
aaci,bma,1897.0,2370.0,909.0,1686.0,,957.0,,,,1947.0
aaci,bmab,1968.5,2370.0,909.0,1686.0,,1059.0,,,,1947.0
aaci,bmyc,2122.0,1533.0,583.5,1132.5,,552.0,,,,
aaci,bnc,1963.5,1516.5,583.5,918.0,,544.5,,,,
aaci,boz,1983.5,2217.0,2029.5,1519.5,,994.5,,,,
aaci,bpa,1981.5,2434.5,919.5,,,,,,,
aaci,bpz,1971.5,2425.5,907.5,1692.0,,963.0,,,,1956.0
aaci,bql,2118.0,1902.0,711.0,1321.5,,699.0,,,,
aaci,bqy,2148.5,1882.5,721.5,1260.0,,712.5,,,,
aaci,bra,2004.5,2503.5,853.5,,,,,,,994.5
aaci,bsau,2510.5,2263.5,2527.5,1870.5,,916.5,,,,
aaci,bsui,1918.5,2305.5,798.0,1608.0,,790.5,,,,909.0
aaci,bth,1595.5,1659.0,693.0,,,,,,,
aaci,btr,2065.0,1621.5,534.0,,,,,,,
aaci,bxe,1897.5,2361.0,879.0,,,897.0,,,,
aaci,cac,932.0,1356.0,,,,,,,,
aaci,cau,1927.0,2145.0,1248.0,,,,,,,
aaci,cgl,2485.0,2748.0,2094.0,1801.5,,1243.5,,,,
aaci,cko,206.0,2145.0,771.0,1494.0,,925.5,,,,
aaci,ctu,2013.5,2251.5,808.5,1557.0,,972.0,,,,
aaci,ddn,2037.0,2466.0,792.0,,,,,,,
aaci,dha,,,633.0,,,,,,,
aaci,dse,,,987.0,,,,,,,
aaci,eco,2000.5,2101.5,718.5,1450.5,,900.0,,,,
aaci,ent,1999.5,2124.0,735.0,1533.0,,841.5,,,,
aaci,esa,212.0,2253.0,795.0,1584.0,,964.5,,,,
aaci,fjo,1893.5,1504.5,1470.0,,,625.5,,,,1239.0
aaci,gme,2175.0,2445.0,2059.5,1401.0,,927.0,,,,1947.0
aaci,hde,1973.0,1627.5,624.0,,,,,,,
aaci,hpy,1903.5,1546.5,612.0,,,,,,,
aaci,kpn,2028.0,2257.5,792.0,1596.0,,810.0,,,,
aaci,lap,2029.0,2337.0,865.5,,,,,,,
aaci,lmo,2106.5,1638.0,574.5,,,,,,,
aaci,mag,2049.5,2425.5,2353.5,,,,,,,936.0
aaci,mcp,2000.5,999.0,,,,,,,,
aaci,mlo,1994.5,2254.5,835.5,,,,,,,
aaci,mmu,,,649.5,,,,,,,
aaci,mtu,2532.5,2763.0,2239.5,1872.0,,988.5,,,,
aaci,mxa,2073.5,2575.5,966.0,,,,,,,
aaci,nfa,2558.5,3013.5,886.5,1855.5,,1012.5,,,,
aaci,nme,,2175.0,2016.0,,,,,,,1657.5
aaci,nos,1931.5,1609.5,757.5,,,675.0,,,,
aaci,npc,2573.5,2361.0,2457.0,,,1039.5,,,,
aaci,nwi,2008.5,2443.5,834.0,1477.5,,756.0,,,,
aaci,pae,2002.0,2442.0,898.5,1731.0,,927.0,,,,1065.0
aaci,pam,1994.0,2188.5,745.5,,,,,,,
aaci,paq,1986.5,2206.5,744.0,,,,,,,
aaci,par,1976.0,1801.5,1623.0,1237.5,,724.5,,,,
aaci,pcr,1986.0,1836.0,660.0,,,736.5,,,,
aaci,pdo,2361.0,2857.5,,,,,,,,
aaci,pfl,1975.0,2365.5,847.5,,,,,,,
aaci,pmh,1994.0,1041.0,628.5,,,,,,,
aaci,pps,,,921.0,,,,,,,
aaci,ppu,1971.5,2455.5,871.5,,,918.0,,,,
aaci,psa,944.5,2475.0,864.0,1648.5,,1042.5,,,,1048.5
aaci,rbd,2012.5,2512.5,2508.0,,,,,,,
aaci,rfr,2033.0,2299.5,757.5,1593.0,,849.0,,,,1857.0
aaci,rhc,1937.0,2419.5,838.5,,,,,,,
aaci,rpa,2024.0,2410.5,897.0,,,,,,,946.5
aaci,rso,1908.5,2404.5,898.5,1675.5,,937.5,,,,1993.5
aaci,sau,2123.0,1584.0,504.0,1098.0,,,,,,
aaci,sco,2496.5,3195.0,2512.5,1828.5,,904.5,,,,
aaci,sfr,1980.0,1765.5,1650.0,,,681.0,,,,1534.5
aaci,sil,1928.5,2398.5,2199.0,,,,,,,964.5
aaci,slr,1910.0,1842.0,970.5,,,,,,,
aaci,son,1982.0,1990.5,1765.5,,,,,,,
aaci,spe,1978.5,2242.5,772.5,1584.0,,945.0,,,,
aaci,spy,1708.0,1581.0,,,,,,,,
aaci,srr,1976.5,2268.0,786.0,1551.0,,955.5,,,,
aaci,syn,2012.0,1899.0,849.0,,,,,,,1681.5
aaci,tpo,1893.0,1674.0,,,,,,,,
aaci,ttu,1993.0,2112.0,1894.5,,,816.0,,,,
aaci,vch,1962.0,2013.0,1882.5,,,,,,,
aaci,vpa,1868.0,1930.5,1753.5,,,,,,,
aaci,wbr,1921.0,1042.5,,,,,,,,
aaci,xcc,2052.0,2416.5,2419.5,,,907.5,,,,
aaci,xoo,2055.0,2371.5,2334.0,,,,,,,
aalg,aaa,1940.0,1839.0,730.5,,,721.5,,,,
aalg,aaci,1915.0,1659.0,1611.0,,,688.5,,,,661.5
aalg,aalg,3024.0,5064.0,4440.0,,,2838.0,5034.0,,3924.0,2682.0
aalg,aamb,1421.0,,892.5,,,892.5,,,,
aalg,aaq,1938.5,1870.5,1918.5,,,685.5,,,,
aalg,aaqi,1863.0,2182.5,2164.5,,,,,,,
aalg,aaqu,1851.5,2053.5,780.0,,,,,,1237.5,841.5
aalg,aasc,1867.0,2010.0,729.0,,,712.5,1824.0,,,
aalg,aba,1864.5,1878.0,928.5,,,,,,,768.0
aalg,abo,1947.0,2052.0,2100.0,,,828.0,1962.0,,,
aalg,ace,1891.5,1755.0,688.5,,,700.5,1759.5,,,
aalg,acet,1873.0,1981.5,739.5,,,831.0,1933.5,,,907.5
aalg,achr,1858.0,1933.5,727.5,,,720.0,,,1158.0,687.0
aalg,acib,1834.5,2182.5,2224.5,,,,,,,
aalg,acid,1923.5,1896.0,1833.0,,,745.5,,,1206.0,988.5
aalg,acii,2017.5,1887.0,670.5,,,585.0,,,,726.0
aalg,acin,1923.5,1918.5,1849.5,,,753.0,,,1213.5,
aalg,acio,1936.0,1926.0,727.5,,,736.5,,,1180.5,1003.5
aalg,acip,1923.5,1899.0,1843.5,,,745.5,,,1201.5,987.0
aalg,acis,1923.5,1899.0,763.5,,,777.0,,,1201.5,987.0
aalg,ack,1932.5,1903.5,1839.0,,,759.0,,,,723.0
aalg,acom,1935.5,1932.0,1885.5,,,,,,1197.0,990.0
aalg,acr,1922.0,1657.5,691.5,,,672.0,,,,
aalg,acra,1939.0,1923.0,1852.5,,,745.5,,,1195.5,
aalg,acry,1898.0,1794.0,1893.0,,,745.5,1678.5,,,
aalg,acto,1901.5,1348.5,1510.5,,,679.5,,,,
aalg,actt,1858.5,1761.0,700.5,,,796.5,,,,
aalg,acu,1779.0,1854.0,679.5,,,859.5,,,,
aalg,ade,1912.5,1705.5,694.5,,,640.5,,,1222.5,621.0
aalg,adi,1946.0,1848.0,781.5,,,943.5,882.0,,1203.0,723.0
aalg,adk,1938.5,1834.5,717.0,,,738.0,,,1168.5,700.5
aalg,adn,1938.5,1831.5,718.5,,,735.0,,,1170.0,699.0
aalg,adt,1845.0,1956.0,742.5,,,717.0,1675.5,,,
aalg,aeb,1930.5,1501.5,1794.0,,,669.0,,,,
aalg,aeh,1997.0,1833.0,1009.5,,,757.5,,,1224.0,1002.0
aalg,aei,1930.5,2205.0,2113.5,,,930.0,,,,
aalg,aep,1773.0,1848.0,708.0,,,787.5,,,,
aalg,aev,2598.0,3132.0,2391.0,,,,,,2401.5,1677.0
aalg,aez,1936.5,1654.5,1788.0,,,634.5,,,,
aalg,afa,1864.5,2001.0,786.0,,,,,,1218.0,828.0
aalg,afc,1849.5,2187.0,2170.5,,,,,,1393.5,1059.0
aalg,afi,1942.5,1962.0,748.5,,,754.5,,,,
aalg,afla,2550.5,3174.0,2299.5,,,901.5,,,2107.5,
aalg,afq,1848.5,2053.5,786.0,,,,,,1230.0,846.0
aalg,agc,1924.5,1792.5,714.0,,,,,,,991.5
aalg,agt,1924.5,1858.5,715.5,,,,,,,960.0
aalg,agv,1739.0,1678.5,726.0,,,,,,,615.0
aalg,aht,1847.5,1795.5,1735.5,,,,,,,942.0
aalg,ahu,1885.5,1758.0,700.5,,,,,,1159.5,942.0
aalg,ahz,2585.5,3196.5,2412.0,,,1647.0,2776.5,,2448.0,
aalg,ais,1845.0,1929.0,1924.5,,,750.0,1782.0,,,730.5
aalg,aji,1915.5,1654.5,1621.5,,,,,,,
aalg,ajs,1918.0,1809.0,744.0,,,759.0,,,1147.5,703.5
aalg,aka,1885.0,2094.0,186.0,,,813.0,,,,
aalg,alg,1904.5,2041.5,961.5,,,,,,,886.5
aalg,ali,1897.0,1761.0,694.5,,,,,,1159.5,945.0
aalg,aln,1942.5,2053.5,2103.0,,,828.0,1935.0,,,
aalg,alp,1840.5,2164.5,2181.0,,,922.5,,,1384.5,1065.0
aalg,als,2131.5,2661.0,2308.5,,,1075.5,2409.0,,2293.5,
aalg,alti,2581.5,3181.5,2325.0,,,,,,2628.0,
aalg,alv,1919.5,1579.5,720.0,,,,,,,681.0
aalg,amah,1866.5,1990.5,1999.5,,,745.5,,,,975.0
aalg,amc,1880.5,,2122.5,,,930.0,2107.5,,,
aalg,ame,,,975.0,,,,,,,
aalg,amh,1878.0,2091.0,,,,849.0,2089.5,,,
aalg,ami,1974.5,1704.0,669.0,,,679.5,1600.5,,,
aalg,amih,1914.0,1758.0,684.0,,,750.0,,,,978.0
aalg,amol,1845.5,2215.5,2172.0,,,,,,,
aalg,amr,1913.5,1951.5,2140.5,,,471.0,2097.0,,,853.5
aalg,ams,1921.0,1438.5,675.0,,,591.0,,,,
aalg,amv,1917.0,1654.5,694.5,,,673.5,,,,
aalg,amyb,1925.0,1737.0,708.0,,,757.5,1687.5,,,
aalg,amyy,1954.0,1723.5,670.5,,,654.0,1731.0,,,
aalg,ane,1924.0,1425.0,1524.0,,,709.5,,,,691.5
aalg,anp,2538.0,3160.5,2329.5,,,,,,2145.0,
aalg,ant,1874.0,2185.5,2290.5,,,,,,,
aalg,aoa,1853.5,1897.5,1855.5,,,790.5,1831.5,,1177.5,945.0
aalg,aol,1952.0,1780.5,705.0,,,717.0,,,1155.0,918.0
aalg,aon,1895.5,1885.5,729.0,,,715.5,1825.5,,1140.0,916.5
aalg,aos,1924.5,1624.5,1518.0,,,727.5,,,,681.0
aalg,apac,1953.0,1888.5,775.5,,,847.5,1903.5,,,729.0
aalg,ape,1432.0,,766.5,,,,,,,
aalg,apn,1938.5,1771.5,1912.5,,,769.5,1725.0,,,
aalg,apoc,1830.0,2188.5,2115.0,,,,,,,
aalg,apom,1873.0,1981.5,739.5,,,831.0,1933.5,,,870.0
aalg,app,1922.5,1915.5,703.5,,,735.0,,,1305.0,691.5
aalg,apre,1960.5,1726.5,670.5,,,669.0,1587.0,,,
aalg,aprs,1980.5,2005.5,733.5,,,816.0,,,,816.0
aalg,aqa,2527.0,3211.5,2368.5,,,1641.0,2500.5,,,
aalg,aql,1933.5,,763.5,,,832.5,,,,1005.0
aalg,aqs,1930.5,2038.5,754.5,,,813.0,,,,970.5
aalg,arc,1856.5,2164.5,2190.0,,,912.0,,,,
aalg,arl,1948.0,1726.5,1833.0,,,673.5,1614.0,,,
aalg,arm,1929.5,1540.5,1870.5,,,720.0,,,,
aalg,aro,1924.5,1846.5,717.0,,,,,,1195.5,972.0
aalg,art,1946.0,1762.5,1870.5,,,669.0,1678.5,,,
aalg,artp,1933.0,1782.0,1863.0,,,615.0,1644.0,,,
aalg,aru,1920.0,1735.5,1843.5,,,642.0,1599.0,,,
aalg,ary,1949.5,1728.0,1839.0,,,762.0,1608.0,,,
aalg,asc,1422.0,,784.5,,,,,,,741.0
aalg,asd,1913.0,1752.0,711.0,,,789.0,1765.5,,,
aalg,asip,1912.0,1986.0,831.0,,,,,,,927.0
aalg,ask,1832.5,2197.5,2164.5,,,,,,,
aalg,asl,2336.0,3121.5,2386.5,,,,,,2352.0,
aalg,asv,1873.0,1968.0,739.5,,,831.0,1933.5,,,868.5
aalg,asw,1846.0,1983.0,739.5,,,,1816.5,,,
aalg,ata,1924.0,1854.0,709.5,,,,,,,969.0
aalg,atp,1845.0,2184.0,2083.5,,,,,,1380.0,1038.0
aalg,atu,1933.0,1788.0,712.5,,,,,,,961.5
aalg,atw,1872.5,1867.5,1863.0,,,690.0,,,1129.5,988.5
aalg,ava,1887.0,1854.0,960.0,,,,,,,
aalg,axy,1852.0,1941.0,736.5,,,765.0,1716.0,,1141.5,724.5
aalg,aza,1904.5,1929.0,1858.5,,,721.5,,,1191.0,949.5
aalg,azc,1952.5,1641.0,676.5,,,669.0,,,,
aalg,azd,1920.0,1909.5,1830.0,,,685.5,,,1153.5,949.5
aalg,azi,1927.0,1924.5,703.5,,,702.0,,,1156.5,972.0
aalg,azl,1889.5,1749.0,700.5,,,,,,,961.5
aalg,azm,1873.0,1744.5,699.0,,,712.5,,,,
aalg,azo,1937.5,1882.5,1849.5,,,798.0,1851.0,,1188.0,945.0
aalg,azq,1905.5,1887.0,724.5,,,804.0,,,1155.0,978.0
aalg,azr,1933.5,1912.5,1851.0,,,729.0,1810.5,,1165.5,921.0
aalg,azt,1860.0,1720.5,808.5,,,,,,1141.5,945.0
aalg,azz,1888.0,1686.0,846.0,,,670.5,,,1143.0,967.5
aalg,babb,1938.0,1905.0,732.0,,,792.0,,,1249.5,949.5
aalg,babr,1938.0,1905.0,729.0,,,789.0,,,1249.5,949.5
aalg,bac,1910.0,1884.0,1863.0,,,838.5,1725.0,,,
aalg,bacb,1964.5,2047.5,841.5,,,825.0,,,,
aalg,bacl,1969.5,2058.0,850.5,,,828.0,,,,
aalg,baco,1946.0,2122.5,831.0,,,888.0,,,,
aalg,bacp,1967.5,2050.5,837.0,,,813.0,,,,
aalg,bacs,1967.5,2047.5,838.5,,,801.0,,,,
aalg,bacy,1959.5,2061.0,852.0,,,828.0,,,,
aalg,bae,1968.5,2133.0,847.5,,,831.0,,,,
aalg,bag,1918.5,2097.0,820.5,,,808.5,,,,
aalg,bage,1851.0,2080.5,793.5,,,898.5,1978.5,,,
aalg,bah,1894.5,2217.0,883.5,,,841.5,,,,
aalg,bai,1894.5,2220.0,883.5,,,841.5,,,,
aalg,bao,1971.5,2053.5,846.0,,,820.5,,,,
aalg,bapi,1908.0,1996.5,798.0,,,901.5,,,,
aalg,baq,1979.0,2041.5,843.0,,,843.0,,,,
aalg,bar,1889.5,2220.0,883.5,,,841.5,,,,
aalg,bast,1948.0,1818.0,727.5,,,,,,,
aalg,bat,1897.0,2220.0,894.0,,,841.5,,,,
aalg,bax,1970.5,2220.0,894.0,,,841.5,,,,
aalg,bay,1965.5,2041.5,837.0,,,814.5,,,,
aalg,baz,1959.5,2053.5,846.0,,,820.5,,,,
aalg,bbet,1946.5,1735.5,,,,787.5,,,1174.5,937.5
aalg,bbh,1844.0,1906.5,727.5,,,,,,,
aalg,bbm,1841.0,1912.5,730.5,,,,,,,
aalg,bbr,1844.0,1902.0,727.5,,,,,,,
aalg,bbt,1952.5,1821.0,694.5,,,,,,1152.0,922.5
aalg,bby,1959.5,2245.5,888.0,,,844.5,,,,
aalg,bcad,2263.0,2610.0,2163.0,,,,,,1863.0,903.0
aalg,bce,1891.5,2245.5,880.5,,,831.0,,,,
aalg,bcl,1905.5,2086.5,840.0,,,880.5,,,,
aalg,bfr,2173.0,2574.0,735.0,,,,,,,
aalg,bja,1955.0,1692.0,691.5,,,787.5,,,1201.5,930.0
aalg,bjs,1971.5,2076.0,859.5,,,828.0,,,,
aalg,bju,1952.0,1738.5,700.5,,,790.5,,,,789.0
aalg,bld,1958.0,2098.5,873.0,,,816.0,,,,862.5
aalg,blh,1963.5,2080.5,862.5,,,811.5,,,,876.0
aalg,bli,1953.0,2098.5,838.5,,,808.5,,,,862.5
aalg,bly,1883.0,1744.5,1819.5,,,,,,,
aalg,bma,1840.5,1842.0,733.5,,,664.5,1705.5,,1129.5,673.5
aalg,bmab,1913.5,1842.0,733.5,,,699.0,1705.5,,,673.5
aalg,bmyc,1950.0,2205.0,871.5,,,844.5,,,,
aalg,bnc,1844.0,2229.0,883.5,,,841.5,,,,
aalg,boz,1829.5,2106.0,1945.5,,,807.0,,,,
aalg,bpa,1844.0,1899.0,727.5,,,,,,,
aalg,bpz,1916.5,1833.0,727.5,,,700.5,1711.5,,1122.0,669.0
aalg,bql,1971.5,2053.5,846.0,,,789.0,,,,
aalg,bqy,1967.5,2047.5,841.5,,,766.5,,,,
aalg,bra,1951.0,1743.0,699.0,,,,,,,895.5
aalg,bsau,1917.0,1408.5,1737.0,,,631.5,1482.0,,,
aalg,bsui,1818.5,1900.5,735.0,,,813.0,,,1254.0,952.5
aalg,bth,1911.0,2620.5,732.0,,,,,,,
aalg,btr,1926.0,2061.0,817.5,,,,,,,
aalg,bxe,1815.5,1951.5,744.0,,,772.5,1860.0,,,
aalg,cac,895.0,2208.0,,,,,,,,
aalg,cau,1744.5,1863.0,1132.5,,,,,,,
aalg,cgl,1914.0,1783.5,1896.0,,,844.5,,,,
aalg,cko,226.0,1978.5,786.0,,,828.0,1915.5,,,
aalg,ctu,1873.0,1953.0,751.5,,,828.0,1914.0,,,
aalg,ddn,1947.5,1789.5,624.0,,,,,,,
aalg,dha,,,897.0,,,,,,,
aalg,dse,,,897.0,,,,,,,
aalg,eco,1864.5,2007.0,784.5,,,885.0,1938.0,,,
aalg,ent,1848.5,2029.5,777.0,,,874.5,1878.0,,,
aalg,esa,232.0,1959.0,751.5,,,810.0,1932.0,,,
aalg,fjo,2528.5,2995.5,2314.5,,,939.0,2640.0,,,885.0
aalg,gme,1967.0,1923.0,2113.5,,,775.5,,,,697.5
aalg,hde,1873.0,2046.0,834.0,,,,,,,
aalg,hpy,1857.5,2044.5,853.5,,,,,,,
aalg,kpn,1850.0,1980.0,768.0,,,697.5,1891.5,,,
aalg,lap,1918.5,1900.5,702.0,,,,,,,
aalg,lmo,1916.5,2217.0,855.0,,,,,,,
aalg,mag,1892.5,1810.5,1935.0,,,,,,1276.5,990.0
aalg,mcp,1864.5,1986.0,,,,,,,,
aalg,mlo,1894.5,1747.5,712.5,,,,,,,
aalg,mmu,,,825.0,,,,,,,
aalg,mtu,1940.5,1752.0,1836.0,,,769.5,1735.5,,,
aalg,mxa,1927.0,1809.0,741.0,,,,,,,
aalg,nfa,1938.0,1660.5,658.5,,,735.0,1635.0,,,
aalg,nme,,1989.0,2095.5,,,,,,,832.5
aalg,nos,1872.0,1876.5,960.0,,,963.0,,,,
aalg,npc,1903.5,1405.5,1659.0,,,732.0,1671.0,,,
aalg,nwi,1961.0,1765.5,682.5,,,826.5,,,,
aalg,pae,1962.0,1845.0,733.5,,,694.5,,,1140.0,909.0
aalg,pam,1861.0,2001.0,793.5,,,,,,,
aalg,paq,1870.0,2005.5,787.5,,,,,,,
aalg,par,1904.5,2137.5,2175.0,,,933.0,,,,
aalg,pcr,1907.0,2151.0,817.5,,,961.5,2076.0,,,
aalg,pdo,1898.0,1795.5,,,,,,,,
aalg,pfl,1951.5,1951.5,754.5,,,,,,,
aalg,pmh,1837.0,1779.0,1014.0,,,,,,,
aalg,pps,,,829.5,,,,,,,
aalg,ppu,1934.5,1927.5,750.0,,,720.0,1845.0,,,
aalg,psa,925.5,1884.0,775.5,,,772.5,1818.0,,1167.0,949.5
aalg,rbd,1918.5,1806.0,1839.0,,,,,,,
aalg,rfr,1943.5,1933.5,805.5,,,783.0,,,1228.5,780.0
aalg,rhc,1867.0,1746.0,708.0,,,,,,,
aalg,rpa,1943.5,1743.0,696.0,,,,,,1143.0,981.0
aalg,rso,1867.0,1893.0,744.0,,,711.0,1824.0,,1176.0,672.0
aalg,sau,1948.0,2224.5,885.0,,,,,,,
aalg,sco,1924.0,1692.0,1752.0,,,627.0,1540.5,,,
aalg,sfr,1907.0,2106.0,2215.5,,,979.5,2101.5,,,901.5
aalg,sil,1857.0,1743.0,1683.0,,,,,,1177.5,972.0
aalg,slr,1804.0,2032.5,937.5,,,,,,,
aalg,son,1900.0,2065.5,2203.5,,,,,,,
aalg,spe,1868.0,2023.5,784.5,,,871.5,1897.5,,,
aalg,spy,1635.0,2106.0,,,,,,,,
aalg,srr,1864.5,1996.5,768.0,,,867.0,1894.5,,,
aalg,syn,1871.5,1788.0,948.0,,,,,,,885.0
aalg,tpo,1812.5,1912.5,,,,,,,,
aalg,ttu,1878.0,1948.5,2109.0,,,910.5,2068.5,,,
aalg,vch,1895.0,2026.5,2070.0,,,,,,,
aalg,vpa,1802.5,2142.0,2113.5,,,,1965.0,,,
aalg,wbr,1840.5,1914.0,,,,,,,,
aalg,xcc,1970.0,1905.0,1948.5,,,724.5,,,,
aalg,xoo,1967.0,1902.0,1923.0,,,,,,,
aamb,aaa,1456.0,,784.5,1045.5,2133.0,637.5,,,,
aamb,aaci,1518.0,,477.0,978.0,,562.5,,,,
aamb,aalg,1421.0,,892.5,,,892.5,,,,
aamb,aamb,3010.0,,2478.0,2964.0,7056.0,2646.0,,,,
aamb,aaq,1532.5,,607.5,1020.0,2269.5,580.5,,,,
aamb,aaqi,1367.0,,903.0,,,,,,,
aamb,aaqu,1444.0,,877.5,,,,,,,
aamb,aasc,1501.5,,660.0,1185.0,2775.0,633.0,,,,
aamb,aba,1535.0,,823.5,,,,,,,
aamb,abo,1508.0,,796.5,1195.5,2601.0,709.5,,,,
aamb,ace,1607.0,,576.0,1054.5,862.5,676.5,,,,
aamb,acet,1506.0,,676.5,,,757.5,,,,
aamb,achr,1447.5,,744.0,1047.0,2235.0,597.0,,,,
aamb,acib,1340.0,,919.5,,,,,,,
aamb,acid,1414.0,,624.0,1090.5,2380.5,670.5,,,,
aamb,acii,1524.5,,696.0,516.0,,483.0,,,,
aamb,acin,1420.0,,613.5,,,675.0,,,,
aamb,acio,1450.5,,793.5,1071.0,,577.5,,,,
aamb,acip,1417.0,,613.5,1084.5,2371.5,675.0,,,,
aamb,acis,1417.0,,853.5,1084.5,2371.5,667.5,,,,
aamb,ack,1448.5,,630.0,1077.0,2347.5,666.0,,,,
aamb,acom,1463.5,,657.0,,,,,,,
aamb,acr,1499.5,,586.5,1021.5,2127.0,637.5,,,,
aamb,acra,1429.5,,621.0,1095.0,2322.0,645.0,,,,
aamb,acry,1559.5,,570.0,,2326.5,604.5,,,,
aamb,acto,1563.0,,381.0,885.0,1912.5,553.5,,,,
aamb,actt,1538.0,,630.0,1107.0,2355.0,646.5,,,,
aamb,acu,1409.0,,673.5,1168.5,2686.5,760.5,,,,
aamb,ade,1622.0,,672.0,909.0,1911.0,465.0,,,,
aamb,adi,1534.0,,838.5,1128.0,2346.0,624.0,,,,
aamb,adk,1450.0,,750.0,1042.5,2254.5,619.5,,,,
aamb,adn,1450.0,,751.5,1041.0,2257.5,622.5,,,,
aamb,adt,1461.5,,768.0,1062.0,2188.5,591.0,,,,
aamb,aeb,1524.5,,522.0,1023.0,2221.5,591.0,,,,
aamb,aeh,1576.0,,690.0,1069.5,2236.5,658.5,,,,
aamb,aei,1430.0,,877.5,1308.0,3025.5,930.0,,,,
aamb,aep,1365.5,,613.5,1128.0,2470.5,625.5,,,,
aamb,aev,1445.0,,876.0,,,,,,,
aamb,aez,1541.0,,492.0,940.5,2058.0,495.0,,,,
aamb,afa,1443.5,,870.0,,,,,,,
aamb,afc,1346.0,,906.0,,,,,,,
aamb,afi,1505.0,,760.5,1192.5,2733.0,822.0,,,,
aamb,afla,1396.0,,858.0,,,907.5,,,,
aamb,afq,1439.5,,871.5,,,,,,,
aamb,agc,1502.0,,615.0,,,,,,,
aamb,agt,1524.5,,622.5,,,,,,,
aamb,agv,1519.0,,687.0,,,,,,,
aamb,aht,1470.0,,637.5,,,,,,,
aamb,ahu,1529.0,,592.5,,,,,,,
aamb,ahz,1383.0,,892.5,,,945.0,,,,
aamb,ais,1455.5,,595.5,1063.5,2319.0,651.0,,,,
aamb,aji,1527.5,,462.0,,,,,,,
aamb,ajs,1473.0,,790.5,1062.0,2284.5,628.5,,,,
aamb,aka,1441.5,,429.0,879.0,1107.0,774.0,,,,
aamb,alg,1501.5,,793.5,,,,,,,
aamb,ali,1530.0,,594.0,,,,,,,
aamb,aln,1505.0,,798.0,1195.5,2598.0,709.5,,,,
aamb,alp,1373.0,,904.5,,,945.0,,,,
aamb,als,1401.5,,852.0,,,883.5,,,,
aamb,alti,1400.0,,832.5,,,,,,,
aamb,alv,1552.5,,753.0,,,,,,,
aamb,amah,1363.0,,691.5,1153.5,2443.5,637.5,,,,
aamb,amc,1471.5,,834.0,,2938.5,880.5,,,,
aamb,ame,,,909.0,,,,,,,
aamb,amh,1476.5,,,1276.5,2938.5,799.5,,,,
aamb,ami,1570.0,,565.5,981.0,2110.5,555.0,,,,
aamb,amih,1514.0,,604.5,,,618.0,,,,
aamb,amol,1372.0,,894.0,,,,,,,
aamb,amr,1552.5,,798.0,,,481.5,,,,
aamb,ams,1594.5,,573.0,961.5,2095.5,436.5,,,,
aamb,amv,1502.0,,589.5,1035.0,2118.0,634.5,,,,
aamb,amyb,1556.5,,583.5,972.0,2140.5,598.5,,,,
aamb,amyy,1549.5,,580.5,1023.0,2100.0,498.0,,,,
aamb,ane,1534.5,,418.5,942.0,1965.0,558.0,,,,
aamb,anp,1370.0,,850.5,,,,,,,
aamb,ant,1384.0,,909.0,,,,,,,
aamb,aoa,1398.0,,628.5,,,687.0,,,,
aamb,aol,1508.5,,609.0,,,612.0,,,,
aamb,aon,1477.5,,796.5,1057.5,2251.5,610.5,,,,
aamb,aos,1533.5,,415.5,946.5,1971.0,574.5,,,,
aamb,apac,1532.0,,795.0,,,661.5,,,,
aamb,ape,2415.0,,924.0,1077.0,2568.0,,,,,
aamb,apn,1538.5,,564.0,996.0,2145.0,631.5,,,,
aamb,apoc,1335.5,,930.0,,,,,,,
aamb,apom,1506.0,,676.5,,,757.5,,,,
aamb,app,1462.5,,783.0,,,609.0,,,,
aamb,apre,1581.5,,562.5,978.0,2092.5,555.0,,,,
aamb,aprs,1525.0,,780.0,1143.0,2568.0,816.0,,,,
aamb,aqa,1395.0,,871.5,,,940.5,,,,
aamb,aql,1454.0,,841.5,1170.0,2409.0,691.5,,,,
aamb,aqs,1470.5,,819.0,1158.0,2445.0,711.0,,,,
