SampleID	Sample_Plate	Sample_Well	Nitrite_input	Nitrate_input	Ammonium_input	Soil	Soil_ID	Sample_label2	Sample_type	Titration_type	Unit	Concentration_M	Added_ul	Chloramphenicol	Cycloheximide	Time_point	Sample_label	Replicate	ReplicateID	Soil_and_pH	Time	Soil_pH	Reads_sample	Reads_ecoli	Reads_parabac	Reads_spikein	Reads_sample_only	pH	pH_micro_T0	pH_control_T9	Biomass_proxy
Soil11_SampleB70	SetB	F10	0	2	0	Soil11	Soil11_CE234	Soil11_T9_Slurry_CHL_None_-5	Slurry	HCl_NaOH	-5	-0.5	20	CHL	None	Soil11_T9	Soil11_F10_-5_CHL	3	Soil11_T9_Slurry_CHL_None_-5_R3	Soil11_pH6.19	T9	6.19	41327	1960	2142	4102	37225	5	4.316666667	4.426666667	9.074841541
Soil11_SampleB71	SetB	F11	0	2	0	Soil11	Soil11_CE234	Soil11_T9_Slurry_CHL_None_3	Slurry	HCl_NaOH	3	0.3	20	CHL	None	Soil11_T9	Soil11_F11_3_CHL	3	Soil11_T9_Slurry_CHL_None_3_R3	Soil11_pH6.19	T9	6.19	41650	2509	2698	5207	36443	4.231231231	4.316666667	4.426666667	6.998847705
Soil11_SampleB72	SetB	F12	0	2	0	Soil11	Soil11_CE234	Soil11_T9_Slurry_CHL_None_30	Slurry	HCl_NaOH	30	3	20	CHL	None	Soil11_T9	Soil11_F12_30_CHL	3	Soil11_T9_Slurry_CHL_None_30_R3	Soil11_pH6.19	T9	6.19	65664	12791	18261	31052	34612	3.306306306	4.316666667	4.426666667	1.1146464
Soil11_SampleB75	SetB	G03	0	0	0	Soil11	Soil11_CE234	Soil11_T9_No_Nitrate_None_None_0	No_Nitrate	No_Nitrate	0	0	20	None	None	Soil11_T9	Soil11_G03_0_None	2	Soil11_T9_No_Nitrate_None_None_0_R2	Soil11_pH6.19	T9	6.19	84859	2596	2893	5489	79370	4.483333333	4.323333333	4.483333333	14.45982875
Soil11_SampleB76	SetB	G04	0	2	0	Soil11	Soil11_CE234	Soil11_T9_Slurry_None_None_0	Slurry	HCl_NaOH	0	0	20	None	None	Soil11_T9	Soil11_G04_0_None	1	Soil11_T9_Slurry_None_None_0_R1	Soil11_pH6.19	T9	6.19	28345	962	1053	2015	26330	4.483333333	4.323333333	4.483333333	13.06699752
Soil11_SampleB77	SetB	G05	0	2	0	Soil11	Soil11_CE234	Soil11_T9_Slurry_None_None_0	Slurry	HCl_NaOH	0	0	20	None	None	Soil11_T9	Soil11_G05_0_None	3	Soil11_T9_Slurry_None_None_0_R3	Soil11_pH6.19	T9	6.19	19652	616	710	1326	18326	4.483333333	4.323333333	4.483333333	13.82051282
Soil11_SampleB78	SetB	G06	0	2	0	Soil11	Soil11_CE234	Soil11_T0	Slurry_T0	Nitrate	0	0	20	None	None	Soil11_T0	Soil11_T0	2	Soil11_T0_Slurry_T0_None_None_0_R2	Soil11_pH6.19	T0	6.19	60032	1955	2298	4253	55779	4.483333333	4.323333333	4.483333333	13.11521279
Soil11_SampleB8	SetB	A08	0	2	0	Soil11	Soil11_CE234	Soil11_T9_Slurry_CHL_None_-25	Slurry	HCl_NaOH	-25	-2.5	20	CHL	None	Soil11_T9	Soil11_A08_-25_CHL	1	Soil11_T9_Slurry_CHL_None_-25_R1	Soil11_pH6.19	T9	6.19	26885	1409	1391	2800	24085	7.294294294	4.316666667	4.426666667	8.601785714
Soil11_SampleB81	SetB	G09	0	0	0	Soil11	Soil11_CE234	Soil11_T9_No_Nitrate_CHL_None_0	No_Nitrate	No_Nitrate	0	0	20	CHL	None	Soil11_T9	Soil11_G09_0_CHL	2	Soil11_T9_No_Nitrate_CHL_None_0_R2	Soil11_pH6.19	T9	6.19	40321	1715	1829	3544	36777	4.426666667	4.316666667	4.426666667	10.37725734
Soil11_SampleB82	SetB	G10	0	2	0	Soil11	Soil11_CE234	Soil11_T9_Slurry_CHL_None_0	Slurry	HCl_NaOH	0	0	20	CHL	None	Soil11_T9	Soil11_G10_0_CHL	1	Soil11_T9_Slurry_CHL_None_0_R1	Soil11_pH6.19	T9	6.19	27184	1265	1552	2817	24367	4.426666667	4.316666667	4.426666667	8.649982251
Soil11_SampleB83	SetB	G11	0	2	0	Soil11	Soil11_CE234	Soil11_T9_Slurry_CHL_None_0	Slurry	HCl_NaOH	0	0	20	CHL	None	Soil11_T9	Soil11_G11_0_CHL	3	Soil11_T9_Slurry_CHL_None_0_R3	Soil11_pH6.19	T9	6.19	32612	1450	1763	3213	29399	4.426666667	4.316666667	4.426666667	9.150015562
Soil11_SampleB86	SetB	H02	0	0	0	Soil11	Soil11_CE234	Soil11_T9_No_Nitrate_None_None_0	No_Nitrate	No_Nitrate	0	0	20	None	None	Soil11_T9	Soil11_H02_0_None	1	Soil11_T9_No_Nitrate_None_None_0_R1	Soil11_pH6.19	T9	6.19	27618	962	1020	1982	25636	4.483333333	4.323333333	4.483333333	12.93440969
Soil11_SampleB87	SetB	H03	0	0	0	Soil11	Soil11_CE234	Soil11_T9_No_Nitrate_None_None_0	No_Nitrate	No_Nitrate	0	0	20	None	None	Soil11_T9	Soil11_H03_0_None	3	Soil11_T9_No_Nitrate_None_None_0_R3	Soil11_pH6.19	T9	6.19	69864	2423	2524	4947	64917	4.483333333	4.323333333	4.483333333	13.12249848
Soil11_SampleB88	SetB	H04	0	2	0	Soil11	Soil11_CE234	Soil11_T9_Slurry_None_None_0	Slurry	HCl_NaOH	0	0	20	None	None	Soil11_T9	Soil11_H04_0_None	2	Soil11_T9_Slurry_None_None_0_R2	Soil11_pH6.19	T9	6.19	30153	1102	1120	2222	27931	4.483333333	4.323333333	4.483333333	12.57020702
Soil11_SampleB89	SetB	H05	2	0	0	Soil11	Soil11_CE234	Soil11_T0	Slurry_T0	Nitrite	0	0	20	None	None	Soil11_T0	Soil11_T0	1	Soil11_T0_Slurry_T0_None_None_0_R1	Soil11_pH6.19	T0	6.19	19435	657	864	1521	17914	4.483333333	4.323333333	4.483333333	11.77777778
Soil11_SampleB9	SetB	A09	0	2	0	Soil11	Soil11_CE234	Soil11_T9_Slurry_CHL_None_-14	Slurry	HCl_NaOH	-14	-1.4	20	CHL	None	Soil11_T9	Soil11_A09_-14_CHL	1	Soil11_T9_Slurry_CHL_None_-14_R1	Soil11_pH6.19	T9	6.19	66239	2830	3348	6178	60061	6.249249249	4.316666667	4.426666667	9.721754613
Soil11_SampleB90	SetB	H06	0	0	2	Soil11	Soil11_CE234	Soil11_T0	Slurry_T0	Ammonium	0	0	20	None	None	Soil11_T0	Soil11_T0	3	Soil11_T0_Slurry_T0_None_None_0_R3	Soil11_pH6.19	T0	6.19	69892	2459	2836	5295	64597	4.483333333	4.323333333	4.483333333	12.19962229
Soil11_SampleB92	SetB	H08	0	0	0	Soil11	Soil11_CE234	Soil11_T9_No_Nitrate_CHL_None_0	No_Nitrate	No_Nitrate	0	0	20	CHL	None	Soil11_T9	Soil11_H08_0_CHL	1	Soil11_T9_No_Nitrate_CHL_None_0_R1	Soil11_pH6.19	T9	6.19	28219	1166	1314	2480	25739	4.426666667	4.316666667	4.426666667	10.37862903
Soil11_SampleB93	SetB	H09	0	0	0	Soil11	Soil11_CE234	Soil11_T9_No_Nitrate_CHL_None_0	No_Nitrate	No_Nitrate	0	0	20	CHL	None	Soil11_T9	Soil11_H09_0_CHL	3	Soil11_T9_No_Nitrate_CHL_None_0_R3	Soil11_pH6.19	T9	6.19	48803	1872	2290	4162	44641	4.426666667	4.316666667	4.426666667	10.72585296
Soil11_SampleB94	SetB	H10	0	2	0	Soil11	Soil11_CE234	Soil11_T9_Slurry_CHL_None_0	Slurry	HCl_NaOH	0	0	20	CHL	None	Soil11_T9	Soil11_H10_0_CHL	2	Soil11_T9_Slurry_CHL_None_0_R2	Soil11_pH6.19	T9	6.19	17773	876	1017	1893	15880	4.426666667	4.316666667	4.426666667	8.388800845
Soil3_SampleA1	SetA	A01	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-85	Slurry	HCl_NaOH	-85	-8.5	20	None	None	Soil3_T9	Soil3_A01_-85_None	1	Soil3_T9_Slurry_None_None_-85_R1	Soil3_pH4.99	T9	4.99	69374	3223	5010	8233	61141	8.48	4.006666667	3.933333333	7.42633305
Soil3_SampleA10	SetA	A10	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-16	Slurry	HCl_NaOH	-16	-1.6	20	CHL	None	Soil3_T9	Soil3_A10_-16_CHL	1	Soil3_T9_Slurry_CHL_None_-16_R1	Soil3_pH4.99	T9	4.99	108855	5365	6208	11573	97282	5.12012012	3.993333333	3.92	8.405944872
Soil3_SampleA11	SetA	A11	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-11	Slurry	HCl_NaOH	-11	-1.1	20	CHL	None	Soil3_T9	Soil3_A11_-11_CHL	1	Soil3_T9_Slurry_CHL_None_-11_R1	Soil3_pH4.99	T9	4.99	73479	3847	4141	7988	65491	4.627627628	3.993333333	3.92	8.19867301
Soil3_SampleA12	SetA	A12	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_9	Slurry	HCl_NaOH	9	0.9	20	CHL	None	Soil3_T9	Soil3_A12_9_CHL	1	Soil3_T9_Slurry_CHL_None_9_R1	Soil3_pH4.99	T9	4.99	99300	13157	16610	29767	69533	3.486486486	3.993333333	3.92	2.335908892
Soil3_SampleA13	SetA	B01	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-50	Slurry	HCl_NaOH	-50	-5	20	None	None	Soil3_T9	Soil3_B01_-50_None	1	Soil3_T9_Slurry_None_None_-50_R1	Soil3_pH4.99	T9	4.99	79526	1966	3211	5177	74349	8.22	4.006666667	3.933333333	14.36140622
Soil3_SampleA14	SetA	B02	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-26	Slurry	HCl_NaOH	-26	-2.6	20	None	None	Soil3_T9	Soil3_B02_-26_None	1	Soil3_T9_Slurry_None_None_-26_R1	Soil3_pH4.99	T9	4.99	44052	568	974	1542	42510	7.174174174	4.006666667	3.933333333	27.56809339
Soil3_SampleA15	SetA	B03	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-19	Slurry	HCl_NaOH	-19	-1.9	20	None	None	Soil3_T9	Soil3_B03_-19_None	1	Soil3_T9_Slurry_None_None_-19_R1	Soil3_pH4.99	T9	4.99	98868	1916	2818	4734	94134	6.381381381	4.006666667	3.933333333	19.88466413
Soil3_SampleA16	SetA	B04	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-14	Slurry	HCl_NaOH	-14	-1.4	20	None	None	Soil3_T9	Soil3_B04_-14_None	1	Soil3_T9_Slurry_None_None_-14_R1	Soil3_pH4.99	T9	4.99	36331	876	1017	1893	34438	4.975975976	4.006666667	3.933333333	18.19228737
Soil3_SampleA17	SetA	B05	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-7	Slurry	HCl_NaOH	-7	-0.7	20	None	None	Soil3_T9	Soil3_B05_-7_None	1	Soil3_T9_Slurry_None_None_-7_R1	Soil3_pH4.99	T9	4.99	63987	2008	2414	4422	59565	4.315315315	4.006666667	3.933333333	13.47014925
Soil3_SampleA18	SetA	B06	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_32	Slurry	HCl_NaOH	32	3.2	20	None	None	Soil3_T9	Soil3_B06_32_None	1	Soil3_T9_Slurry_None_None_32_R1	Soil3_pH4.99	T9	4.99	95875	20532	24131	44663	51212	3.07	4.006666667	3.933333333	1.14663144
Soil3_SampleA19	SetA	B07	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-50	Slurry	HCl_NaOH	-50	-5	20	CHL	None	Soil3_T9	Soil3_B07_-50_CHL	1	Soil3_T9_Slurry_CHL_None_-50_R1	Soil3_pH4.99	T9	4.99	72576	2751	3362	6113	66463	8.015015015	3.993333333	3.92	10.87240308
Soil3_SampleA2	SetA	A02	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-32	Slurry	HCl_NaOH	-32	-3.2	20	None	None	Soil3_T9	Soil3_A02_-32_None	1	Soil3_T9_Slurry_None_None_-32_R1	Soil3_pH4.99	T9	4.99	40475	1137	1739	2876	37599	7.642642643	4.006666667	3.933333333	13.07336579
Soil3_SampleA20	SetA	B08	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-26	Slurry	HCl_NaOH	-26	-2.6	20	CHL	None	Soil3_T9	Soil3_B08_-26_CHL	1	Soil3_T9_Slurry_CHL_None_-26_R1	Soil3_pH4.99	T9	4.99	40284	1345	1854	3199	37085	6.837837838	3.993333333	3.92	11.59268521
Soil3_SampleA21	SetA	B09	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-19	Slurry	HCl_NaOH	-19	-1.9	20	CHL	None	Soil3_T9	Soil3_B09_-19_CHL	1	Soil3_T9_Slurry_CHL_None_-19_R1	Soil3_pH4.99	T9	4.99	80524	3322	3908	7230	73294	5.600600601	3.993333333	3.92	10.13748271
Soil3_SampleA22	SetA	B10	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-14	Slurry	HCl_NaOH	-14	-1.4	20	CHL	None	Soil3_T9	Soil3_B10_-14_CHL	1	Soil3_T9_Slurry_CHL_None_-14_R1	Soil3_pH4.99	T9	4.99	76058	3286	3752	7038	69020	4.855855856	3.993333333	3.92	9.806763285
Soil3_SampleA23	SetA	B11	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-7	Slurry	HCl_NaOH	-7	-0.7	20	CHL	None	Soil3_T9	Soil3_B11_-7_CHL	1	Soil3_T9_Slurry_CHL_None_-7_R1	Soil3_pH4.99	T9	4.99	68069	3610	4268	7878	60191	4.327327327	3.993333333	3.92	7.640390962
Soil3_SampleA24	SetA	B12	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_32	Slurry	HCl_NaOH	32	3.2	20	CHL	None	Soil3_T9	Soil3_B12_32_CHL	1	Soil3_T9_Slurry_CHL_None_32_R1	Soil3_pH4.99	T9	4.99	87805	20479	24155	44634	43171	3.078078078	3.993333333	3.92	0.9672222969
Soil3_SampleA25	SetA	C01	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-85	Slurry	HCl_NaOH	-85	-8.5	20	None	None	Soil3_T9	Soil3_C01_-85_None	2	Soil3_T9_Slurry_None_None_-85_R2	Soil3_pH4.99	T9	4.99	67307	2742	3964	6706	60601	8.48	4.006666667	3.933333333	9.036832687
Soil3_SampleA26	SetA	C02	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-32	Slurry	HCl_NaOH	-32	-3.2	20	None	None	Soil3_T9	Soil3_C02_-32_None	2	Soil3_T9_Slurry_None_None_-32_R2	Soil3_pH4.99	T9	4.99	37351	1373	1804	3177	34174	7.642642643	4.006666667	3.933333333	10.7566887
Soil3_SampleA27	SetA	C03	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-22	Slurry	HCl_NaOH	-22	-2.2	20	None	None	Soil3_T9	Soil3_C03_-22_None	2	Soil3_T9_Slurry_None_None_-22_R2	Soil3_pH4.99	T9	4.99	72620	1422	1846	3268	69352	6.777777778	4.006666667	3.933333333	21.22154223
Soil3_SampleA28	SetA	C04	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-16	Slurry	HCl_NaOH	-16	-1.6	20	None	None	Soil3_T9	Soil3_C04_-16_None	2	Soil3_T9_Slurry_None_None_-16_R2	Soil3_pH4.99	T9	4.99	36629	906	950	1856	34773	5.444444444	4.006666667	3.933333333	18.73545259
Soil3_SampleA29	SetA	C05	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-11	Slurry	HCl_NaOH	-11	-1.1	20	None	None	Soil3_T9	Soil3_C05_-11_None	2	Soil3_T9_Slurry_None_None_-11_R2	Soil3_pH4.99	T9	4.99	68422	1673	2060	3733	64689	4.711711712	4.006666667	3.933333333	17.32895794
Soil3_SampleA3	SetA	A03	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-22	Slurry	HCl_NaOH	-22	-2.2	20	None	None	Soil3_T9	Soil3_A03_-22_None	1	Soil3_T9_Slurry_None_None_-22_R1	Soil3_pH4.99	T9	4.99	115101	2293	3378	5671	109430	6.777777778	4.006666667	3.933333333	19.29642038
Soil3_SampleA30	SetA	C06	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_9	Slurry	HCl_NaOH	9	0.9	20	None	None	Soil3_T9	Soil3_C06_9_None	2	Soil3_T9_Slurry_None_None_9_R2	Soil3_pH4.99	T9	4.99	77120	7786	9585	17371	59749	3.486486486	4.006666667	3.933333333	3.439583213
Soil3_SampleA31	SetA	C07	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-85	Slurry	HCl_NaOH	-85	-8.5	20	CHL	None	Soil3_T9	Soil3_C07_-85_CHL	2	Soil3_T9_Slurry_CHL_None_-85_R2	Soil3_pH4.99	T9	4.99	63368	2602	3381	5983	57385	8.44	3.993333333	3.92	9.591342136
Soil3_SampleA32	SetA	C08	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-32	Slurry	HCl_NaOH	-32	-3.2	20	CHL	None	Soil3_T9	Soil3_C08_-32_CHL	2	Soil3_T9_Slurry_CHL_None_-32_R2	Soil3_pH4.99	T9	4.99	35546	1236	1468	2704	32842	6.945945946	3.993333333	3.92	12.14571006
Soil3_SampleA33	SetA	C09	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-22	Slurry	HCl_NaOH	-22	-2.2	20	CHL	None	Soil3_T9	Soil3_C09_-22_CHL	2	Soil3_T9_Slurry_CHL_None_-22_R2	Soil3_pH4.99	T9	4.99	77829	2925	3239	6164	71665	6.345345345	3.993333333	3.92	11.62637897
Soil3_SampleA34	SetA	C10	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-16	Slurry	HCl_NaOH	-16	-1.6	20	CHL	None	Soil3_T9	Soil3_C10_-16_CHL	2	Soil3_T9_Slurry_CHL_None_-16_R2	Soil3_pH4.99	T9	4.99	126305	5113	5933	11046	115259	5.12012012	3.993333333	3.92	10.43445591
Soil3_SampleA35	SetA	C11	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-11	Slurry	HCl_NaOH	-11	-1.1	20	CHL	None	Soil3_T9	Soil3_C11_-11_CHL	2	Soil3_T9_Slurry_CHL_None_-11_R2	Soil3_pH4.99	T9	4.99	91352	4195	4973	9168	82184	4.627627628	3.993333333	3.92	8.964223386
Soil3_SampleA36	SetA	C12	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_9	Slurry	HCl_NaOH	9	0.9	20	CHL	None	Soil3_T9	Soil3_C12_9_CHL	2	Soil3_T9_Slurry_CHL_None_9_R2	Soil3_pH4.99	T9	4.99	87054	10535	12696	23231	63823	3.486486486	3.993333333	3.92	2.747320391
Soil3_SampleA37	SetA	D01	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-50	Slurry	HCl_NaOH	-50	-5	20	None	None	Soil3_T9	Soil3_D01_-50_None	2	Soil3_T9_Slurry_None_None_-50_R2	Soil3_pH4.99	T9	4.99	80230	2292	3482	5774	74456	8.22	4.006666667	3.933333333	12.89504676
Soil3_SampleA38	SetA	D02	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-26	Slurry	HCl_NaOH	-26	-2.6	20	None	None	Soil3_T9	Soil3_D02_-26_None	2	Soil3_T9_Slurry_None_None_-26_R2	Soil3_pH4.99	T9	4.99	39999	522	886	1408	38591	7.174174174	4.006666667	3.933333333	27.40838068
Soil3_SampleA39	SetA	D03	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-19	Slurry	HCl_NaOH	-19	-1.9	20	None	None	Soil3_T9	Soil3_D03_-19_None	2	Soil3_T9_Slurry_None_None_-19_R2	Soil3_pH4.99	T9	4.99	81239	1779	2339	4118	77121	6.381381381	4.006666667	3.933333333	18.72778048
Soil3_SampleA4	SetA	A04	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-16	Slurry	HCl_NaOH	-16	-1.6	20	None	None	Soil3_T9	Soil3_A04_-16_None	1	Soil3_T9_Slurry_None_None_-16_R1	Soil3_pH4.99	T9	4.99	44184	1079	1362	2441	41743	5.444444444	4.006666667	3.933333333	17.10077837
Soil3_SampleA40	SetA	D04	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-14	Slurry	HCl_NaOH	-14	-1.4	20	None	None	Soil3_T9	Soil3_D04_-14_None	2	Soil3_T9_Slurry_None_None_-14_R2	Soil3_pH4.99	T9	4.99	45580	1036	1386	2422	43158	4.975975976	4.006666667	3.933333333	17.81915772
Soil3_SampleA41	SetA	D05	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-7	Slurry	HCl_NaOH	-7	-0.7	20	None	None	Soil3_T9	Soil3_D05_-7_None	2	Soil3_T9_Slurry_None_None_-7_R2	Soil3_pH4.99	T9	4.99	55707	1679	2132	3811	51896	4.315315315	4.006666667	3.933333333	13.61742325
Soil3_SampleA42	SetA	D06	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_32	Slurry	HCl_NaOH	32	3.2	20	None	None	Soil3_T9	Soil3_D06_32_None	2	Soil3_T9_Slurry_None_None_32_R2	Soil3_pH4.99	T9	4.99	82821	16612	19964	36576	46245	3.07	4.006666667	3.933333333	1.264353675
Soil3_SampleA43	SetA	D07	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-50	Slurry	HCl_NaOH	-50	-5	20	CHL	None	Soil3_T9	Soil3_D07_-50_CHL	2	Soil3_T9_Slurry_CHL_None_-50_R2	Soil3_pH4.99	T9	4.99	71650	2949	3275	6224	65426	8.015015015	3.993333333	3.92	10.51188946
Soil3_SampleA44	SetA	D08	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-26	Slurry	HCl_NaOH	-26	-2.6	20	CHL	None	Soil3_T9	Soil3_D08_-26_CHL	2	Soil3_T9_Slurry_CHL_None_-26_R2	Soil3_pH4.99	T9	4.99	31870	1156	1315	2471	29399	6.837837838	3.993333333	3.92	11.8976123
Soil3_SampleA45	SetA	D09	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-19	Slurry	HCl_NaOH	-19	-1.9	20	CHL	None	Soil3_T9	Soil3_D09_-19_CHL	2	Soil3_T9_Slurry_CHL_None_-19_R2	Soil3_pH4.99	T9	4.99	77313	3124	3583	6707	70606	5.600600601	3.993333333	3.92	10.52721038
Soil3_SampleA46	SetA	D10	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-14	Slurry	HCl_NaOH	-14	-1.4	20	CHL	None	Soil3_T9	Soil3_D10_-14_CHL	2	Soil3_T9_Slurry_CHL_None_-14_R2	Soil3_pH4.99	T9	4.99	86769	3766	4451	8217	78552	4.855855856	3.993333333	3.92	9.559693319
Soil3_SampleA47	SetA	D11	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-7	Slurry	HCl_NaOH	-7	-0.7	20	CHL	None	Soil3_T9	Soil3_D11_-7_CHL	2	Soil3_T9_Slurry_CHL_None_-7_R2	Soil3_pH4.99	T9	4.99	66905	3524	4050	7574	59331	4.327327327	3.993333333	3.92	7.833509374
Soil3_SampleA48	SetA	D12	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_32	Slurry	HCl_NaOH	32	3.2	20	CHL	None	Soil3_T9	Soil3_D12_32_CHL	2	Soil3_T9_Slurry_CHL_None_32_R2	Soil3_pH4.99	T9	4.99	78985	19285	22083	41368	37617	3.078078078	3.993333333	3.92	0.9093260491
Soil3_SampleA49	SetA	E01	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-85	Slurry	HCl_NaOH	-85	-8.5	20	None	None	Soil3_T9	Soil3_E01_-85_None	3	Soil3_T9_Slurry_None_None_-85_R3	Soil3_pH4.99	T9	4.99	75879	2786	4172	6958	68921	8.48	4.006666667	3.933333333	9.905288876
Soil3_SampleA5	SetA	A05	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-11	Slurry	HCl_NaOH	-11	-1.1	20	None	None	Soil3_T9	Soil3_A05_-11_None	1	Soil3_T9_Slurry_None_None_-11_R1	Soil3_pH4.99	T9	4.99	88929	2318	3038	5356	83573	4.711711712	4.006666667	3.933333333	15.60362211
Soil3_SampleA50	SetA	E02	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-32	Slurry	HCl_NaOH	-32	-3.2	20	None	None	Soil3_T9	Soil3_E02_-32_None	3	Soil3_T9_Slurry_None_None_-32_R3	Soil3_pH4.99	T9	4.99	52530	640	995	1635	50895	7.642642643	4.006666667	3.933333333	31.12844037
Soil3_SampleA51	SetA	E03	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-22	Slurry	HCl_NaOH	-22	-2.2	20	None	None	Soil3_T9	Soil3_E03_-22_None	3	Soil3_T9_Slurry_None_None_-22_R3	Soil3_pH4.99	T9	4.99	93354	1878	2495	4373	88981	6.777777778	4.006666667	3.933333333	20.34781614
Soil3_SampleA52	SetA	E04	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-16	Slurry	HCl_NaOH	-16	-1.6	20	None	None	Soil3_T9	Soil3_E04_-16_None	3	Soil3_T9_Slurry_None_None_-16_R3	Soil3_pH4.99	T9	4.99	30662	772	746	1518	29144	5.444444444	4.006666667	3.933333333	19.19894598
Soil3_SampleA53	SetA	E05	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_-11	Slurry	HCl_NaOH	-11	-1.1	20	None	None	Soil3_T9	Soil3_E05_-11_None	3	Soil3_T9_Slurry_None_None_-11_R3	Soil3_pH4.99	T9	4.99	78077	1931	2398	4329	73748	4.711711712	4.006666667	3.933333333	17.03580504
Soil3_SampleA54	SetA	E06	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_None_None_9	Slurry	HCl_NaOH	9	0.9	20	None	None	Soil3_T9	Soil3_E06_9_None	3	Soil3_T9_Slurry_None_None_9_R3	Soil3_pH4.99	T9	4.99	99643	10282	12893	23175	76468	3.486486486	4.006666667	3.933333333	3.299590076
Soil3_SampleA55	SetA	E07	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-85	Slurry	HCl_NaOH	-85	-8.5	20	CHL	None	Soil3_T9	Soil3_E07_-85_CHL	3	Soil3_T9_Slurry_CHL_None_-85_R3	Soil3_pH4.99	T9	4.99	72596	2884	3710	6594	66002	8.44	3.993333333	3.92	10.00940249
Soil3_SampleA56	SetA	E08	0	2	0	Soil3	Soil3_CE239	Soil3_T9_Slurry_CHL_None_-32	Slurry	HCl_NaOH	-32	-3.2	20	CHL	None	Soil3_T9	Soil3_E08_-32_CHL	3	Soil3_T9_Slurry_CHL_None_-32_R3	Soil3_pH4.99	T9	4.99	55558	1858	2218	4076	51482	6.945945946	3.993333333	3.92	12.63052012
